date,business_type,process,customers_or_cases,waiting_minutes,staff_hours,sales_aed,operating_cost_aed,delayed_cases,customer_complaints,repeat_customers,missed_follow_ups,status
2025-03-07 10:05:28.909636546,Service Business,Payment,6,12.2,0.7,330.18,50.08,0,0,6,0,Completed
2025-03-07 13:00:15.605201734,Retail,Customer enquiry,6,22.7,1.01,391.89,70.17,0,0,5,0,Completed
2025-03-07 15:55:02.300766922,Restaurant,Complaint handling,7,30.7,1.66,278.58,153.99,0,1,2,1,Completed
2025-03-07 18:49:48.996332111,Restaurant,Customer enquiry,8,17.5,3.15,677.82,165.41,1,0,8,2,Delayed
2025-03-07 21:44:35.691897299,Service Business,Payment,5,11.4,1.3,219.25,111.81,0,0,4,1,Completed
2025-03-08 00:39:22.387462488,Retail,Follow-up,7,25.2,2.94,644.8,102.0,0,1,5,2,Completed
2025-03-08 03:34:09.083027676,Logistics,Booking,10,13.1,0.85,721.4,129.34,0,1,4,1,Completed
2025-03-08 06:28:55.778592864,Logistics,Appointment,7,20.1,6.76,652.85,269.82,0,0,4,1,Completed
2025-03-08 09:23:42.474158053,Restaurant,Appointment,5,22.7,0.88,361.09,43.87,1,0,3,3,Delayed
2025-03-08 12:18:29.169723241,Retail,Stock handling,10,21.0,1.0,886.85,82.31,0,0,7,3,Completed
2025-03-08 15:13:15.865288430,Restaurant,Delivery,4,38.2,2.14,225.09,106.29,0,2,1,0,Completed
2025-03-08 18:08:02.560853618,Clinic,Supplier coordination,5,42.5,2.01,420.69,168.94,0,1,4,1,Completed
2025-03-08 21:02:49.256418806,Restaurant,Payment,6,18.6,3.16,381.34,161.17,0,0,4,1,Completed
2025-03-08 23:57:35.951983995,Restaurant,Delivery,9,34.8,2.12,822.7,120.82,0,0,6,3,Completed
2025-03-09 02:52:22.647549183,Logistics,Supplier coordination,4,45.0,1.08,299.33,65.85,0,2,1,1,Completed
2025-03-09 05:47:09.343114372,Logistics,Delivery,9,36.0,3.07,920.25,145.77,0,2,5,1,Completed
2025-03-09 08:41:56.038679560,Logistics,Follow-up,6,25.1,0.81,434.75,87.05,0,0,4,1,Completed
2025-03-09 11:36:42.734244748,Clinic,Supplier coordination,5,39.5,1.96,307.66,162.09,0,1,3,2,Completed
2025-03-09 14:31:29.429809937,Logistics,Follow-up,6,27.1,0.35,485.89,29.83,0,1,2,2,Completed
2025-03-09 17:26:16.125375125,Retail,Booking,7,12.1,4.99,907.06,319.76,0,0,4,0,Completed
2025-03-09 20:21:02.820940314,Service Business,Complaint handling,4,42.6,2.75,406.81,136.28,0,2,2,1,Completed
2025-03-09 23:15:49.516505502,Retail,Follow-up,9,28.6,2.13,543.33,110.04,0,0,4,2,Completed
2025-03-10 02:10:36.212070690,Retail,Appointment,3,27.2,1.16,233.77,107.64,0,1,2,1,Completed
2025-03-10 05:05:22.907635879,Logistics,Delivery,4,39.8,1.31,253.42,131.34,0,4,2,1,Completed
2025-03-10 08:00:09.603201067,Service Business,Stock handling,10,40.4,0.3,588.44,31.44,0,0,9,3,Completed
2025-03-10 10:54:56.298766256,Service Business,Order processing,5,32.1,2.66,391.59,108.34,0,0,3,2,Completed
2025-03-10 13:49:42.994331444,Service Business,Supplier coordination,5,39.9,0.76,361.58,60.08,0,1,4,1,Completed
2025-03-10 16:44:29.689896632,Clinic,Payment,8,11.1,5.16,440.78,276.38,0,0,6,1,Completed
2025-03-10 19:39:16.385461821,Logistics,Stock handling,6,28.6,0.52,381.07,31.23,0,1,5,1,Completed
2025-03-10 22:34:03.081027009,Service Business,Appointment,8,23.2,0.97,633.47,107.75,0,1,5,3,Completed
2025-03-11 01:28:49.776592198,Clinic,Follow-up,10,27.6,1.23,652.8,174.46,1,3,4,3,Delayed
2025-03-11 04:23:36.472157386,Restaurant,Complaint handling,7,45.9,1.78,543.64,87.28,0,6,1,1,Completed
2025-03-11 07:18:23.167722574,Restaurant,Booking,3,25.0,1.63,187.9,99.5,0,1,2,1,Completed
2025-03-11 10:13:09.863287763,Clinic,Order processing,2,25.3,2.52,176.6,179.6,0,0,2,1,Completed
2025-03-11 13:07:56.558852951,Clinic,Customer enquiry,5,26.8,3.69,314.45,238.82,0,0,3,0,Completed
2025-03-11 16:02:43.254418140,Logistics,Stock handling,2,24.2,0.71,183.9,69.54,0,0,1,0,Completed
2025-03-11 18:57:29.949983328,Logistics,Complaint handling,4,36.6,0.27,286.26,51.83,1,1,4,0,Delayed
2025-03-11 21:52:16.645548516,Restaurant,Customer enquiry,6,18.3,4.17,184.76,189.53,0,0,6,0,Completed
2025-03-12 00:47:03.341113705,Service Business,Order processing,12,22.9,2.46,866.31,127.5,0,2,10,1,Completed
2025-03-12 03:41:50.036678893,Restaurant,Payment,4,9.8,0.83,356.45,66.5,0,0,2,2,Completed
2025-03-12 06:36:36.732244082,Service Business,Payment,7,16.7,0.28,460.88,37.61,0,0,5,0,Completed
2025-03-12 09:31:23.427809270,Service Business,Delivery,7,34.6,1.55,515.79,87.0,0,2,5,1,Completed
2025-03-12 12:26:10.123374458,Logistics,Order processing,9,28.4,2.74,825.65,203.34,0,1,5,3,Completed
2025-03-12 15:20:56.818939647,Retail,Order processing,8,24.2,0.59,891.5,51.3,0,0,6,2,Completed
2025-03-12 18:15:43.514504835,Retail,Customer enquiry,9,36.5,1.93,930.43,109.88,0,1,5,3,Completed
2025-03-12 21:10:30.210070024,Clinic,Complaint handling,4,37.9,1.17,321.58,91.07,0,0,1,1,Completed
2025-03-13 00:05:16.905635212,Logistics,Supplier coordination,5,43.5,1.03,451.57,73.65,0,1,3,0,Completed
2025-03-13 03:00:03.601200400,Service Business,Customer enquiry,12,20.4,3.01,959.79,245.21,0,1,7,3,Completed
2025-03-13 05:54:50.296765589,Retail,Booking,5,10.8,0.36,224.76,38.59,0,0,3,1,Completed
2025-03-13 08:49:36.992330777,Service Business,Payment,9,8.1,2.34,952.71,135.28,0,0,6,1,Completed
2025-03-13 11:44:23.687895966,Retail,Payment,7,12.1,1.82,748.67,124.93,1,0,4,2,Delayed
2025-03-13 14:39:10.383461154,Retail,Delivery,9,39.7,1.89,370.11,113.49,0,1,4,2,Completed
2025-03-13 17:33:57.079026342,Retail,Booking,5,22.2,1.33,347.92,129.71,0,0,3,0,Completed
2025-03-13 20:28:43.774591531,Logistics,Payment,4,11.5,1.05,447.04,90.21,0,0,4,0,Completed
2025-03-13 23:23:30.470156719,Restaurant,Customer enquiry,8,69.1,0.91,662.58,115.19,1,2,2,3,Delayed
2025-03-14 02:18:17.165721908,Service Business,Booking,5,12.6,3.45,280.07,170.99,0,0,3,0,Completed
2025-03-14 05:13:03.861287096,Logistics,Customer enquiry,7,17.5,1.36,733.6,78.1,0,0,3,1,Completed
2025-03-14 08:07:50.556852284,Logistics,Supplier coordination,14,41.6,1.12,1127.75,73.11,0,2,9,5,Completed
2025-03-14 11:02:37.252417473,Logistics,Supplier coordination,8,41.5,2.09,852.01,122.55,1,1,5,3,Delayed
2025-03-14 13:57:23.947982661,Logistics,Payment,9,9.8,4.13,718.9,128.91,0,0,7,0,Completed
2025-03-14 16:52:10.643547849,Logistics,Payment,8,15.8,2.05,244.75,116.84,0,0,6,2,Completed
2025-03-14 19:46:57.339113038,Clinic,Complaint handling,13,35.3,1.72,1530.78,91.92,0,2,8,4,Completed
2025-03-14 22:41:44.034678226,Service Business,Supplier coordination,6,44.6,1.5,321.82,85.63,0,1,2,2,Completed
2025-03-15 01:36:30.730243415,Logistics,Stock handling,7,21.2,2.68,478.68,156.01,0,1,4,2,Completed
2025-03-15 04:31:17.425808603,Service Business,Stock handling,7,27.5,1.2,730.96,105.8,0,2,5,1,Completed
2025-03-15 07:26:04.121373791,Clinic,Delivery,4,32.8,2.87,512.7,148.35,0,0,3,1,Completed
2025-03-15 10:20:50.816938980,Clinic,Supplier coordination,5,40.8,3.13,382.76,182.98,0,2,3,1,Completed
2025-03-15 13:15:37.512504168,Service Business,Customer enquiry,15,20.5,0.23,1288.04,31.88,0,1,10,4,Completed
2025-03-15 16:10:24.208069357,Retail,Customer enquiry,5,22.8,2.87,259.58,109.73,0,1,4,1,Completed
2025-03-15 19:05:10.903634545,Restaurant,Appointment,7,20.2,3.19,503.37,189.25,0,0,5,2,Completed
2025-03-15 21:59:57.599199733,Retail,Booking,10,13.4,1.26,1021.5,114.88,0,0,9,2,Completed
2025-03-16 00:54:44.294764922,Retail,Follow-up,15,24.3,0.35,1271.61,36.91,0,1,7,3,Completed
2025-03-16 03:49:30.990330110,Retail,Stock handling,9,21.1,1.58,1045.51,99.61,0,0,5,3,Completed
2025-03-16 06:44:17.685895299,Logistics,Payment,9,13.9,1.69,425.5,122.42,0,0,5,1,Completed
2025-03-16 09:39:04.381460487,Clinic,Delivery,6,32.5,1.1,278.17,58.23,0,1,4,1,Completed
2025-03-16 12:33:51.077025675,Retail,Follow-up,4,28.8,0.61,251.75,59.46,0,0,3,0,Completed
2025-03-16 15:28:37.772590864,Clinic,Order processing,10,20.7,0.95,639.99,173.14,0,0,5,3,Completed
2025-03-16 18:23:24.468156052,Service Business,Delivery,7,33.0,2.73,693.34,155.47,0,0,5,4,Completed
2025-03-16 21:18:11.163721241,Restaurant,Order processing,5,21.8,1.42,344.81,103.81,0,1,3,1,Completed
2025-03-17 00:12:57.859286429,Service Business,Supplier coordination,7,38.7,0.68,364.61,104.56,1,3,4,2,Delayed
2025-03-17 03:07:44.554851617,Service Business,Order processing,8,20.2,3.54,693.94,161.82,0,0,6,2,Completed
2025-03-17 06:02:31.250416806,Logistics,Order processing,5,23.2,2.81,305.44,110.92,0,0,2,1,Completed
2025-03-17 08:57:17.945981994,Restaurant,Complaint handling,3,35.3,1.74,161.82,203.88,0,2,2,2,Completed
2025-03-17 11:52:04.641547183,Service Business,Complaint handling,7,31.1,0.41,709.26,31.67,0,1,4,3,Completed
2025-03-17 14:46:51.337112371,Service Business,Complaint handling,8,31.5,3.64,851.74,201.35,0,0,7,2,Completed
2025-03-17 17:41:38.032677559,Restaurant,Supplier coordination,5,40.1,4.99,497.68,176.9,0,0,4,2,Completed
2025-03-17 20:36:24.728242748,Restaurant,Follow-up,13,30.0,2.67,775.36,175.89,0,2,6,2,Completed
2025-03-17 23:31:11.423807936,Service Business,Delivery,7,42.2,2.37,455.24,94.64,0,0,6,2,Completed
2025-03-18 02:25:58.119373125,Restaurant,Delivery,9,54.5,2.68,809.69,112.56,0,3,3,1,Completed
2025-03-18 05:20:44.814938313,Service Business,Payment,9,7.2,5.15,848.94,179.7,0,0,5,2,Completed
2025-03-18 08:15:31.510503501,Service Business,Complaint handling,11,32.9,2.75,802.4,85.46,0,2,7,6,Completed
2025-03-18 11:10:18.206068690,Logistics,Supplier coordination,6,47.3,0.99,627.07,78.28,0,1,5,2,Completed
2025-03-18 14:05:04.901633878,Retail,Payment,9,22.0,1.29,296.98,84.22,0,2,7,2,Completed
2025-03-18 16:59:51.597199067,Service Business,Booking,9,24.4,1.45,588.6,104.23,0,0,7,1,Completed
2025-03-18 19:54:38.292764255,Clinic,Payment,5,23.8,1.8,633.7,96.75,0,0,4,1,Completed
2025-03-18 22:49:24.988329443,Retail,Follow-up,2,40.8,3.21,155.38,141.43,1,0,2,0,Delayed
2025-03-19 01:44:11.683894632,Retail,Stock handling,7,26.9,1.11,472.44,108.8,0,0,4,2,Completed
2025-03-19 04:38:58.379459820,Retail,Order processing,10,34.9,0.8,884.34,108.43,0,2,3,2,Completed
2025-03-19 07:33:45.075025009,Logistics,Complaint handling,8,30.4,3.42,455.69,201.64,0,0,6,1,Completed
2025-03-19 10:28:31.770590197,Service Business,Stock handling,7,25.8,1.5,186.98,91.63,0,1,7,3,Completed
2025-03-19 13:23:18.466155385,Logistics,Payment,7,12.5,0.22,1008.4,25.02,0,0,3,2,Completed
2025-03-19 16:18:05.161720574,Service Business,Supplier coordination,4,39.3,2.3,236.42,121.65,0,1,3,2,Completed
2025-03-19 19:12:51.857285762,Logistics,Order processing,11,20.5,0.54,911.82,54.85,0,0,11,3,Completed
2025-03-19 22:07:38.552850951,Logistics,Delivery,7,45.6,2.14,572.75,117.36,0,4,5,3,Completed
2025-03-20 01:02:25.248416139,Clinic,Customer enquiry,11,18.2,1.07,977.84,101.28,0,0,9,3,Completed
2025-03-20 03:57:11.943981327,Logistics,Order processing,7,24.6,0.39,423.78,34.36,0,1,4,0,Completed
2025-03-20 06:51:58.639546516,Restaurant,Follow-up,3,24.5,1.42,63.63,95.76,0,0,3,1,Completed
2025-03-20 09:46:45.335111704,Clinic,Follow-up,8,31.0,2.52,508.65,123.95,0,1,5,4,Completed
2025-03-20 12:41:32.030676893,Logistics,Payment,7,21.0,2.95,550.71,104.56,0,0,5,2,Completed
2025-03-20 15:36:18.726242081,Retail,Booking,7,17.4,0.38,561.8,24.31,1,4,3,2,Delayed
2025-03-20 18:31:05.421807269,Restaurant,Follow-up,6,25.0,0.81,674.32,125.64,0,1,4,0,Completed
2025-03-20 21:25:52.117372458,Restaurant,Follow-up,5,36.5,2.62,358.75,126.6,1,3,4,3,Delayed
2025-03-21 00:20:38.812937646,Restaurant,Supplier coordination,8,36.0,1.05,660.65,82.47,0,1,5,2,Completed
2025-03-21 03:15:25.508502835,Clinic,Payment,7,17.4,0.73,423.97,55.48,0,0,3,1,Completed
2025-03-21 06:10:12.204068023,Logistics,Order processing,3,20.9,2.35,194.53,124.57,0,0,3,1,Completed
2025-03-21 09:04:58.899633211,Logistics,Booking,4,25.6,0.82,488.31,146.08,0,0,3,2,Completed
2025-03-21 11:59:45.595198400,Retail,Stock handling,9,42.3,0.4,560.59,38.13,1,0,5,2,Delayed
2025-03-21 14:54:32.290763588,Retail,Customer enquiry,8,15.8,1.22,557.38,95.98,1,1,4,0,Delayed
2025-03-21 17:49:18.986328776,Restaurant,Complaint handling,6,33.0,1.51,611.32,95.04,0,1,5,1,Completed
2025-03-21 20:44:05.681893965,Retail,Delivery,2,41.6,0.81,239.86,45.22,0,0,1,0,Completed
2025-03-21 23:38:52.377459153,Clinic,Follow-up,4,26.3,0.23,383.31,44.97,1,0,4,1,Delayed
2025-03-22 02:33:39.073024342,Logistics,Payment,3,8.4,1.56,287.69,72.65,0,0,2,0,Completed
2025-03-22 05:28:25.768589530,Restaurant,Complaint handling,9,45.5,2.96,454.08,155.35,0,2,4,1,Completed
2025-03-22 08:23:12.464154718,Retail,Delivery,7,36.5,1.29,625.27,80.1,0,3,3,3,Completed
2025-03-22 11:17:59.159719907,Clinic,Delivery,3,40.4,0.48,213.71,44.2,0,0,3,0,Completed
2025-03-22 14:12:45.855285095,Clinic,Stock handling,5,23.6,1.13,442.01,104.56,0,1,3,2,Completed
2025-03-22 17:07:32.550850284,Retail,Stock handling,11,27.7,2.57,790.42,179.45,0,3,6,4,Completed
2025-03-22 20:02:19.246415472,Logistics,Stock handling,14,27.6,0.58,916.08,37.91,0,4,8,1,Completed
2025-03-22 22:57:05.941980660,Retail,Appointment,7,24.0,1.45,321.42,68.96,0,0,7,0,Completed
2025-03-23 01:51:52.637545849,Restaurant,Appointment,6,19.3,1.8,456.98,94.02,0,0,2,1,Completed
2025-03-23 04:46:39.333111037,Retail,Delivery,7,34.7,1.25,572.47,81.96,0,0,5,0,Completed
2025-03-23 07:41:26.028676226,Clinic,Stock handling,13,23.8,0.61,416.85,40.49,0,2,10,3,Completed
2025-03-23 10:36:12.724241414,Retail,Supplier coordination,5,60.4,0.61,322.53,65.34,1,3,3,1,Delayed
2025-03-23 13:30:59.419806602,Logistics,Follow-up,7,33.0,1.84,505.27,153.52,1,1,7,2,Delayed
2025-03-23 16:25:46.115371791,Service Business,Complaint handling,6,35.0,0.5,543.67,31.91,0,0,6,1,Completed
2025-03-23 19:20:32.810936979,Retail,Complaint handling,7,30.2,0.38,455.14,25.66,0,1,6,2,Completed
2025-03-23 22:15:19.506502168,Logistics,Appointment,11,24.3,2.3,1010.12,109.18,0,0,8,2,Completed
2025-03-24 01:10:06.202067356,Logistics,Delivery,6,53.0,2.67,505.03,108.96,0,2,5,1,Completed
2025-03-24 04:04:52.897632544,Clinic,Payment,7,14.8,1.13,679.87,54.43,0,0,5,2,Completed
2025-03-24 06:59:39.593197733,Logistics,Order processing,7,27.8,4.03,464.39,160.11,0,1,5,1,Completed
2025-03-24 09:54:26.288762921,Logistics,Order processing,8,21.0,0.96,574.3,123.72,0,1,6,0,Completed
2025-03-24 12:49:12.984328110,Logistics,Appointment,3,22.0,1.69,271.64,65.13,0,0,2,0,Completed
2025-03-24 15:43:59.679893298,Logistics,Payment,11,27.4,3.02,611.01,170.3,0,0,6,4,Completed
2025-03-24 18:38:46.375458486,Restaurant,Appointment,7,20.4,1.11,535.74,54.77,0,0,6,1,Completed
2025-03-24 21:33:33.071023675,Restaurant,Order processing,9,33.1,3.5,898.04,209.75,1,4,4,3,Delayed
2025-03-25 00:28:19.766588863,Clinic,Payment,5,9.8,3.09,316.66,154.83,0,0,2,0,Completed
2025-03-25 03:23:06.462154052,Retail,Stock handling,6,28.7,2.69,511.3,121.61,0,0,4,0,Completed
2025-03-25 06:17:53.157719240,Logistics,Delivery,6,37.7,0.62,467.77,86.38,0,0,4,3,Completed
2025-03-25 09:12:39.853284428,Retail,Complaint handling,6,42.7,3.12,661.83,178.38,0,2,3,3,Completed
2025-03-25 12:07:26.548849617,Retail,Supplier coordination,8,51.9,2.59,638.39,214.59,1,2,5,2,Delayed
2025-03-25 15:02:13.244414805,Clinic,Booking,8,16.9,1.34,717.94,110.89,0,0,7,0,Completed
2025-03-25 17:56:59.939979994,Logistics,Delivery,3,40.3,0.71,222.98,74.71,0,0,2,0,Completed
2025-03-25 20:51:46.635545182,Logistics,Stock handling,7,44.5,2.71,466.24,168.64,1,2,4,6,Delayed
2025-03-25 23:46:33.331110370,Service Business,Order processing,7,31.6,3.11,580.9,81.98,0,1,3,1,Completed
2025-03-26 02:41:20.026675559,Retail,Stock handling,9,23.2,1.28,589.63,72.09,0,0,8,4,Completed
2025-03-26 05:36:06.722240747,Retail,Appointment,13,20.4,2.23,1309.72,124.27,0,0,9,2,Completed
2025-03-26 08:30:53.417805936,Restaurant,Payment,4,12.6,2.46,415.48,160.06,0,0,3,0,Completed
2025-03-26 11:25:40.113371124,Service Business,Complaint handling,6,39.3,0.5,477.5,116.8,1,2,3,2,Delayed
2025-03-26 14:20:26.808936312,Restaurant,Follow-up,9,34.2,3.09,614.62,103.7,0,1,8,2,Completed
2025-03-26 17:15:13.504501501,Restaurant,Appointment,7,27.7,3.46,581.06,120.5,0,0,6,0,Completed
2025-03-26 20:10:00.200066689,Restaurant,Delivery,8,33.1,0.6,399.71,54.28,0,2,6,0,Completed
2025-03-26 23:04:46.895631878,Clinic,Appointment,6,30.9,0.76,368.07,85.84,0,0,4,1,Completed
2025-03-27 01:59:33.591197066,Clinic,Delivery,9,36.3,1.74,485.94,80.03,0,2,5,2,Completed
2025-03-27 04:54:20.286762254,Restaurant,Follow-up,7,25.0,3.37,431.72,201.6,0,1,6,1,Completed
2025-03-27 07:49:06.982327443,Service Business,Customer enquiry,7,24.1,3.65,451.55,199.86,0,1,3,3,Completed
2025-03-27 10:43:53.677892631,Retail,Complaint handling,5,46.3,0.55,248.56,59.13,1,3,3,2,Delayed
2025-03-27 13:38:40.373457820,Service Business,Supplier coordination,7,49.1,1.96,505.01,120.2,0,2,5,1,Completed
2025-03-27 16:33:27.069023008,Logistics,Supplier coordination,7,43.8,0.77,516.24,65.39,0,2,5,2,Completed
2025-03-27 19:28:13.764588196,Clinic,Booking,7,19.9,0.42,634.21,35.83,0,0,6,2,Completed
2025-03-27 22:23:00.460153385,Retail,Stock handling,12,22.4,2.08,963.87,96.21,0,2,7,2,Completed
2025-03-28 01:17:47.155718573,Retail,Customer enquiry,1,14.4,1.83,109.07,163.98,0,0,1,0,Completed
2025-03-28 04:12:33.851283762,Logistics,Supplier coordination,6,57.8,2.48,545.73,138.82,0,3,2,1,Completed
2025-03-28 07:07:20.546848950,Logistics,Appointment,4,21.7,3.28,518.09,179.73,0,0,3,1,Completed
2025-03-28 10:02:07.242414138,Restaurant,Stock handling,4,24.3,4.4,210.8,253.96,0,0,3,0,Completed
2025-03-28 12:56:53.937979327,Clinic,Customer enquiry,9,14.9,3.09,899.49,201.86,0,0,9,1,Completed
2025-03-28 15:51:40.633544515,Clinic,Payment,11,18.4,1.69,478.46,124.42,1,2,8,1,Delayed
2025-03-28 18:46:27.329109703,Service Business,Payment,9,18.0,2.06,911.86,109.97,0,1,7,2,Completed
2025-03-28 21:41:14.024674892,Restaurant,Stock handling,8,28.7,1.03,691.49,51.09,0,0,6,3,Completed
2025-03-29 00:36:00.720240080,Restaurant,Delivery,3,43.6,5.14,219.08,255.06,0,2,2,0,Completed
2025-03-29 03:30:47.415805269,Restaurant,Delivery,5,41.3,1.97,413.14,145.28,0,2,3,0,Completed
2025-03-29 06:25:34.111370457,Restaurant,Appointment,7,20.4,2.7,470.4,132.34,0,0,6,1,Completed
2025-03-29 09:20:20.806935645,Clinic,Customer enquiry,10,13.6,1.16,651.19,67.57,0,0,7,1,Completed
2025-03-29 12:15:07.502500834,Clinic,Customer enquiry,4,27.4,3.34,350.5,214.04,0,1,2,1,Completed
2025-03-29 15:09:54.198066022,Restaurant,Stock handling,4,31.3,2.62,169.45,141.75,0,1,3,1,Completed
2025-03-29 18:04:40.893631211,Service Business,Order processing,5,30.0,2.4,426.24,178.13,0,0,4,1,Completed
2025-03-29 20:59:27.589196399,Retail,Payment,8,19.7,1.59,601.91,82.89,0,1,6,3,Completed
2025-03-29 23:54:14.284761587,Retail,Customer enquiry,10,20.9,0.92,708.09,93.7,0,1,8,1,Completed
2025-03-30 02:49:00.980326776,Service Business,Stock handling,10,26.3,3.4,671.73,211.39,0,0,6,2,Completed
2025-03-30 05:43:47.675891964,Restaurant,Follow-up,10,37.5,2.47,831.97,122.73,0,0,8,2,Completed
2025-03-30 08:38:34.371457153,Clinic,Booking,5,15.5,0.38,503.5,25.86,0,0,4,0,Completed
2025-03-30 11:33:21.067022341,Retail,Follow-up,7,29.6,4.43,889.15,226.29,0,0,6,2,Completed
2025-03-30 14:28:07.762587529,Logistics,Complaint handling,9,33.0,2.26,923.79,80.96,0,1,8,1,Completed
2025-03-30 17:22:54.458152718,Logistics,Appointment,6,27.9,2.02,577.75,178.02,0,0,4,1,Completed
2025-03-30 20:17:41.153717906,Service Business,Customer enquiry,14,18.0,1.34,849.34,81.44,0,1,9,1,Completed
2025-03-30 23:12:27.849283095,Restaurant,Complaint handling,6,37.9,0.67,389.24,63.57,0,3,4,2,Completed
2025-03-31 02:07:14.544848283,Retail,Supplier coordination,10,41.8,2.33,779.0,76.73,0,1,5,6,Completed
2025-03-31 05:02:01.240413471,Restaurant,Complaint handling,10,30.0,4.68,877.67,231.88,0,3,4,2,Completed
2025-03-31 07:56:47.935978660,Retail,Stock handling,8,32.9,1.61,544.33,82.93,0,1,4,4,Completed
2025-03-31 10:51:34.631543848,Service Business,Customer enquiry,10,22.4,2.86,1040.83,112.86,0,1,4,2,Completed
2025-03-31 13:46:21.327109037,Service Business,Booking,5,14.6,0.69,316.1,124.52,0,0,4,1,Completed
2025-03-31 16:41:08.022674225,Logistics,Stock handling,9,28.7,3.48,452.63,168.29,0,1,4,1,Completed
2025-03-31 19:35:54.718239413,Restaurant,Stock handling,7,33.2,0.95,705.6,43.78,0,1,5,1,Completed
2025-03-31 22:30:41.413804602,Logistics,Appointment,9,34.8,2.25,748.76,89.68,1,5,6,3,Delayed
2025-04-01 01:25:28.109369790,Restaurant,Appointment,5,23.1,4.55,358.43,260.95,0,0,3,3,Completed
2025-04-01 04:20:14.804934979,Logistics,Payment,4,14.1,0.95,191.36,40.76,0,0,4,1,Completed
2025-04-01 07:15:01.500500167,Clinic,Payment,9,14.9,0.33,896.97,55.68,0,0,5,2,Completed
2025-04-01 10:09:48.196065355,Clinic,Delivery,12,37.1,0.23,1563.99,14.84,0,1,8,3,Completed
2025-04-01 13:04:34.891630544,Clinic,Order processing,3,25.7,1.41,266.65,126.81,0,2,2,1,Completed
2025-04-01 15:59:21.587195732,Clinic,Customer enquiry,9,16.7,0.74,576.17,58.4,0,0,9,2,Completed
2025-04-01 18:54:08.282760921,Retail,Customer enquiry,8,17.3,2.35,665.82,252.56,0,0,5,2,Completed
2025-04-01 21:48:54.978326109,Clinic,Complaint handling,12,31.6,2.32,1084.58,110.42,0,0,8,2,Completed
2025-04-02 00:43:41.673891297,Service Business,Customer enquiry,10,18.7,3.48,889.59,169.87,0,1,4,4,Completed
2025-04-02 03:38:28.369456486,Service Business,Customer enquiry,10,19.0,2.19,601.14,131.09,0,1,8,1,Completed
2025-04-02 06:33:15.065021674,Retail,Order processing,15,27.3,3.12,1003.33,127.08,0,1,9,3,Completed
2025-04-02 09:28:01.760586863,Clinic,Supplier coordination,8,37.3,5.94,492.54,295.02,0,4,5,2,Completed
2025-04-02 12:22:48.456152051,Clinic,Payment,3,18.4,1.36,258.41,131.44,0,0,2,0,Completed
2025-04-02 15:17:35.151717239,Clinic,Payment,10,12.8,3.89,765.94,193.91,0,0,7,0,Completed
2025-04-02 18:12:21.847282428,Logistics,Booking,6,9.8,6.53,619.98,420.0,0,0,5,0,Completed
2025-04-02 21:07:08.542847616,Restaurant,Customer enquiry,8,22.5,0.72,667.49,51.96,0,0,3,2,Completed
2025-04-03 00:01:55.238412805,Logistics,Order processing,7,23.0,3.15,655.69,233.28,0,0,5,4,Completed
2025-04-03 02:56:41.933977993,Restaurant,Payment,8,26.6,0.9,576.73,49.26,0,0,5,3,Completed
2025-04-03 05:51:28.629543181,Clinic,Order processing,11,21.0,1.41,420.94,141.87,0,0,8,1,Completed
2025-04-03 08:46:15.325108370,Clinic,Follow-up,7,30.5,0.37,753.37,72.91,0,0,7,0,Completed
2025-04-03 11:41:02.020673558,Logistics,Supplier coordination,9,38.3,0.38,726.83,38.02,0,1,6,3,Completed
2025-04-03 14:35:48.716238747,Logistics,Customer enquiry,5,12.8,1.72,435.44,94.2,0,0,4,0,Completed
2025-04-03 17:30:35.411803935,Restaurant,Booking,7,32.6,2.9,671.8,151.49,1,3,3,4,Delayed
2025-04-03 20:25:22.107369123,Service Business,Complaint handling,7,33.9,1.76,585.69,95.99,0,0,4,3,Completed
2025-04-03 23:20:08.802934312,Restaurant,Payment,8,11.1,2.97,297.27,161.99,0,0,5,2,Completed
2025-04-04 02:14:55.498499500,Logistics,Follow-up,8,32.6,0.68,562.09,47.59,1,0,6,3,Delayed
2025-04-04 05:09:42.194064688,Logistics,Order processing,4,26.1,0.78,269.63,79.76,0,1,4,3,Completed
2025-04-04 08:04:28.889629877,Retail,Appointment,7,15.8,4.82,476.96,307.81,0,0,5,1,Completed
2025-04-04 10:59:15.585195065,Logistics,Stock handling,7,23.5,0.87,514.17,74.7,0,1,4,4,Completed
2025-04-04 13:54:02.280760254,Retail,Customer enquiry,4,15.5,1.4,316.88,112.31,0,0,4,1,Completed
2025-04-04 16:48:48.976325442,Service Business,Customer enquiry,5,14.0,1.07,602.28,65.98,0,0,4,0,Completed
2025-04-04 19:43:35.671890630,Restaurant,Follow-up,6,27.0,1.73,537.09,97.6,0,0,4,3,Completed
2025-04-04 22:38:22.367455819,Restaurant,Order processing,5,24.1,2.01,469.25,111.62,0,0,4,0,Completed
2025-04-05 01:33:09.063021007,Retail,Delivery,3,44.5,1.59,203.14,98.68,0,1,2,1,Completed
2025-04-05 04:27:55.758586196,Restaurant,Customer enquiry,7,19.2,1.22,775.07,74.33,0,0,5,0,Completed
2025-04-05 07:22:42.454151384,Logistics,Delivery,7,33.6,1.72,566.66,110.54,0,1,3,1,Completed
2025-04-05 10:17:29.149716572,Clinic,Appointment,3,18.9,2.06,233.01,99.28,0,0,1,1,Completed
